text,label,labels,original_index,predicted_label,predicted_numeric,confidence,correct,prob_neutral,prob_positive,prob_negative
"2 Treebanking The Penn Treebank (Marcus et al. , 1993) is annotated with information to make predicate-argument structure easy to decode, including function tags and markers of empty categories that represent displaced constituents",p,1,1367,o,0,0.9247505,False,0.9247505,0.07056441,0.004685008
"The original training set (before the addition of the feedback sets) consisted of a few dozen examples, in comparison to thousands of examples needed in other corpus-based methods (Schutze, 1992; Yarowsky, 1995)",o,0,1368,o,0,0.8639602,True,0.8639602,0.07490452,0.06113529
"We presented some theoretical arguments for not limiting extraction to minimal rules, validated them on concrete examples, and presented experiments showing that contextually richer rules provide a 3.63 BLEU point increase over the minimal rules of (Galley et al. , 2004)",n,2,1369,n,2,0.667275,True,0.27065867,0.062066246,0.667275
"Recent lexicalized stochastic parsers such as Collins (1999), Charniak (1997), and others add additional features to each constituent, the most important being the head word of the parse constituent",o,0,1370,p,1,0.52263147,False,0.4603207,0.52263147,0.017047865
"Here, we extract part-of-speech tags from the Collins parsers output (Collins, 1997) for section 23 instead of reinventing a tagger",o,0,1371,o,0,0.9496137,True,0.9496137,0.038362134,0.01202412
"Since the use of cluster of machines is not always practical, (Talbot and Osborne, 2007b; Talbot and Osborne, 2007a) showed a randomized data structure called Bloom filter, that can be used to construct space efficient language models 513 for SMT",p,1,1372,o,0,0.89367527,False,0.89367527,0.085894376,0.020430364
"Several models were introduced for these problems, for example, the Hidden Markov Model (HMM) (Rabiner, 1989), Maximum Entropy Model (ME) (Ratnaparkhi and Adwait, 1996), and Conditional Random Fields (CRFs) (Lafferty et al., 2001)",o,0,1373,o,0,0.9506108,True,0.9506108,0.042676575,0.0067125554
"The corpus consists of sections 15-18 and section 20 of the Penn Treebank (Marcus et al. , 1993), and is pre-divided into a 8936-sentence (211727 tokens) training set and a 2012-sentence (47377 tokens) test set",o,0,1374,o,0,0.9612735,True,0.9612735,0.034858853,0.0038675992
"Firstly, they classify all the GHKM2 rules (Galley et al., 2004; Galley et al., 2006) into two categories: lexical rules and non-lexical rules",o,0,1375,o,0,0.9566709,True,0.9566709,0.038881462,0.0044476045
"To reduce it we exploit the one sense per collocation property (Yarowsky, 1995)",o,0,1376,o,0,0.93265295,True,0.93265295,0.063297614,0.004049446
"Substantial improvements have been made to parse western language such as English, and many powerful models have been proposed (Brill 1993, Collins 1997)",p,1,1377,p,1,0.8526696,True,0.14242584,0.8526696,0.004904578
"The evaluation shows that our algorithm considerably outperforms (Cahill et al. , 2004)s with respect to Chinese data",n,2,1378,n,2,0.7049606,True,0.2086787,0.086360686,0.7049606
"Substring-based transliteration with a generative hybrid model is very similar to existing solutions for phrasal SMT (Koehn et al., 2003), operating on characters rather than words",o,0,1379,o,0,0.92472017,True,0.92472017,0.060023416,0.015256398
"For the evaluation of translation quality, we applied standard automatic evaluation metrics, i.e., BLEU (Papineni et al., 2002) and METEOR (Banerjee and Lavie, 2005)",o,0,1380,o,0,0.96095407,True,0.96095407,0.03413457,0.004911402
"Surprisingly, though, rather little work has been devoted to learning local syntactic patterns, mostly noun phrases (Ramshaw and Marcus, 1995; Vilain and Day, 1996)",o,0,1381,o,0,0.7212954,True,0.7212954,0.18420671,0.09449794
"The decoder is capable of producing nbest derivations and nbest lists (Knight and Graehl, 2005), which are used for Maximum Bleu training (Och, 2003)",o,0,1382,o,0,0.90991724,True,0.90991724,0.08299849,0.0070843273
"Additionally, some research has explored cutting and pasting segments of text from the full document to generate a summary (Jing and McKeown 2000)",o,0,1383,o,0,0.91987664,True,0.91987664,0.07597035,0.0041530747
"Experimental results were only reported for the METEOR metric (Banerjee and Lavie, 2005)",o,0,1384,o,0,0.8861498,True,0.8861498,0.040190246,0.07365995
"1 Introduction This paper reports on our experience hand tagging the senses of 25 of the most frequent verbs in 12,925 sentences of the Wall Street Journal Treebank corpus (Marcus et al. 1993)",o,0,1385,o,0,0.7093162,True,0.7093162,0.28022432,0.010459436
"Secondly, while most pronoun resolution evaluations simply exclude non-referential pronouns, recent unsupervised approaches (Cherry and Bergsma, 2005; Haghighi and Klein, 2007) must deal with all pronouns in unrestricted text, and therefore need robust modules to automatically handle non-referential instances",n,2,1386,n,2,0.652666,True,0.28680423,0.0605298,0.652666
"The a0 coefficient is computed as follows: a0 a47 a1a32a2 a9 a1 a30 a68 a9 a1a32a30 Carletta (1996) reports that content analysis researchers generally think of a0a34a33 a49a36a35a37 as good reliability, with a49a36a35a38a40a39a37a41 a0 a41a25a49a36a35a37 allowing tentative conclusions to be drawn. All that remains is to define the chance agreement probability a1 a30 . Let a1a32a41 a1 a30 a7 and a1a32a42 a1 a30 a7 be the fraction of utterances that begin or end one or more segments in segmentation a30 respectively",o,0,1387,o,0,0.8830719,True,0.8830719,0.100515395,0.016412694
"Compared to a basic treebank grammar (Charniak, 1996), the grammars of highaccuracy parsers weaken independence assumptions by splitting grammar symbols and rules with either lexical (Charniak, 2000; Collins, 1999) or nonlexical (Klein and Manning, 2003; Matsuzaki et al. , 2005) conditioning information",p,1,1388,o,0,0.9292693,False,0.9292693,0.041522868,0.029207854
"First, we trained a finitestate shallow parser on base phrases extracted from the Penn Wall St. Journal (WSJ) Treebank (Marcus et al. , 1993)",o,0,1389,o,0,0.9651271,True,0.9651271,0.030819187,0.0040535927
"Recent work, (McClosky et al. , 2006), has shown that adding many millions of words of machine parsed and reranked LA Times articles does, in fact, improve performance of the parser on the closely related WSJ data",p,1,1390,o,0,0.46553358,False,0.46553358,0.413852,0.12061435
"A la Ramshaw and Marcus (1995), and Kudo and Matsumato (2000), we use the IOB tagging style for modeling and classification",o,0,1391,o,0,0.9652585,True,0.9652585,0.030984657,0.003756801
his therefore suggests that better parameters are likely to be learned in the 2Haghighi and Kleins (2007) generative coreference model mirrors this in the posterior distribution which it assigns to mention types given their salience (see their Table 1,o,0,1392,o,0,0.8366884,True,0.8366884,0.1412313,0.022080306
"Features identified using distributional similarity have previously been used for syntactic and semantic disambiguation (Hindle 1990; Dagan, Pereira, and Lee 1994) and to develop lexical resources from corpora (Lin 1998; Riloff and Jones 1999)",o,0,1393,o,0,0.9580739,True,0.9580739,0.039323006,0.0026031488
"Automatic subjectivity analysis would also be useful to perform flame recognition (Spertus 1997; Kaufer 2000), e-mail classification (Aone, Ramos-Santacruze, and Niehaus 2000), intellectual attribution in text (Teufel and Moens 2000), recognition of speaker role in radio broadcasts (Barzialy et al. 2000), review mining (Terveen et al. 1997), review classification (Turney 2002; Pang, Lee, and Vaithyanathan 2002), style in generation (Hovy 1987), and clustering documents by ideological point of view (Sack 1995)",o,0,1394,o,0,0.93520516,True,0.93520516,0.059190206,0.005604548
"For instance, automatic summary can be seen as a particular paraphrasing task (Barzilay and Lee, 2003) with the aim of selecting the shortest paraphrase",o,0,1395,o,0,0.9389791,True,0.9389791,0.05663843,0.00438244
"2 Evaluating Heterogeneous Parser Output Two commonly reported shallow parsing tasks are Noun-Phrase (NP) Chunking (Ramshaw and Marcus, 1995) and the CoNLL-2000 Chunking task (Sang and Buchholz, 2000), which extends the NPChunking task to recognition of 11 phrase types1 annotated in the Penn Treebank",o,0,1396,o,0,0.54873073,True,0.54873073,0.44524446,0.006024829
"We provide results using a range of automatic evaluation metrics: BLEU (Papineni et al. , 2002), Precision and Recall (Turian et al. , 2003), and Wordand Sentence Error Rates",o,0,1397,o,0,0.960225,True,0.960225,0.036603313,0.0031717294
"However, with the algorithms proposed in (Huang and Chiang, 2005; Chiang, 2007; Huang and Chiang, 2007), it is possible to develop a general-purpose decoder that can be used by all the parsing-based systems",o,0,1398,o,0,0.7698738,True,0.7698738,0.22078803,0.009338235
"Finally, in section 4 we add additional features to the maxent model, and chain these models into a conditional markov model (CMM), as used for tagging (Ratnaparkhi, 1996) or earlier NER work (Borthwick, 1999)",o,0,1399,o,0,0.9345675,True,0.9345675,0.058768407,0.0066640307
"Instead of using a single system output as the skeleton, we employ a minimum Bayes-risk decoder to select the best single system output from the merged N-best list by minimizing the BLEU (Papineni et al., 2002) loss",o,0,1400,o,0,0.9180777,True,0.9180777,0.06457336,0.01734895
"Some researchers (Lappin and Leass 1994; Kennedy and Boguraev 1996) use manually designed rules to take into account the grammatical role of the antecedent candidates as well as the governing relations between the candidate and the pronoun, while others use features determined over the parse tree in a machine-learning approach (Aone and Bennett 1995; Yang et al. 2004; Luo and Zitouni 2005)",o,0,1401,o,0,0.961397,True,0.961397,0.031161651,0.0074414024
"These methods often involve using a statistic such as 2 (Gale and Church, 1991) or the log likelihood ratio (Dunning, 1993) to create a score to measure the strength of correlation between source and target words",o,0,1402,o,0,0.9558103,True,0.9558103,0.041032568,0.0031571472
"(Och and Ney, 2003) discussed efficient implementation",p,1,1403,p,1,0.7995481,True,0.17949551,0.7995481,0.020956421
"Thispaperfocusesontheframeworkintroduced in Figure 2 for two reasons: (a) cautious al50 gorithms were shown to perform best for several NLP problems (including acquisition of IE patterns), and (b) it has nice theoretical properties: Abney (2004) showed that, regardless of the selection procedure, sequential bootstrapping algorithms converge to a local minimum of K, where K is an upper bound of the negative log likelihood of the data",o,0,1404,p,1,0.5806056,False,0.3963255,0.5806056,0.023068909
"For the MUC6 data set, we extract noun phrases (mentions) automatically, but for MPQA, we assume mentions for coreference resolution are given as in Stoyanov and Cardie (2006)",o,0,1405,o,0,0.96311164,True,0.96311164,0.023323612,0.013564743
"2 Related Work The popular IBM models for statistical machine translation are described in (Brown et al. , 1993) and the HMM-based alignment model was introduced in (Vogel et al. , 1996)",p,1,1406,p,1,0.8557761,True,0.13441533,0.8557761,0.0098085925
"As an alternative to the often used sourcechannel approach (Brown et al. 1993), we directly model the posterior probability Pr(e I 1 | f J 1 ) (Och and Ney 2002)",o,0,1407,o,0,0.7802954,True,0.7802954,0.0944528,0.12525189
"(Krenn, 2000b; Smadja, 1993))",o,0,1408,o,0,0.96904594,True,0.96904594,0.02422408,0.0067300694
"The first approach is to reuse the components of a generative model, but tune their relative weights in a discriminative fashion (Och and Ney, 2002; Och, 2003; Chiang, 2005)",o,0,1409,o,0,0.96261096,True,0.96261096,0.034234148,0.0031548666
"Several recent papers have studied the use of annotations obtained from Amazon Mechanical Turk, a marketplace for recruiting online workers (Su et al., 2007; Kaisser et al., 2008; Kittur et al., 2008; Sheng et al., 2008; Snow et al., 2008; Sorokin and Forsyth, 2008)",o,0,1410,o,0,0.96011466,True,0.96011466,0.036227953,0.003657355
"The former extracts collocations within a fixed window (Church and Hanks 1990; Smadja, 1993)",o,0,1411,o,0,0.9662202,True,0.9662202,0.026488537,0.0072912355
"We guess it is an acronym for the authors of (Galley et al., 2004): Michel Galley, Mark Hopkins, Kevin Knight and Daniel Marcu",o,0,1412,o,0,0.9619648,True,0.9619648,0.034839105,0.003196149
"On the other hand, structural annotation such as that used in syntactic treebanks (e.g. , Marcus et al. , 1993) assigns a syntactic category to a contiguous sequence of corpus positions",o,0,1413,o,0,0.9648554,True,0.9648554,0.030971717,0.004172932
"I have made a preliminary analysis of the inventory of syntactic categories used in the tagging for labelling trees in the 18 Penn Treebank (Marcus et al., 1993), comparing them to the categories used in CGEL",o,0,1414,o,0,0.9614966,True,0.9614966,0.03280836,0.0056949784
"3.1 Translation Model Form We first assume the general hypergraph setting of Huang and Chiang (2007), namely, that derivations under our translation model form a hypergraph",o,0,1415,o,0,0.96853125,True,0.96853125,0.028142124,0.0033266062
"In addition, the averaged parameters technology (Collins, 2002) is used to alleviate overfitting and achieve stable performance",p,1,1416,o,0,0.56577945,False,0.56577945,0.4212736,0.012946954
"1 Phrase-based Unigram Model Various papers use phrase-based translation systems (Och et al. , 1999; Marcu and Wong, 2002; Yamada and Knight, 2002) that have shown to improve translation quality over single-word based translation systems introduced in (Brown et al. , 1993)",n,2,1417,p,1,0.51022094,False,0.33781227,0.51022094,0.15196683
.2 Results on the Newsblaster data We measured how well the models trained on DUC data perform with current news labeled using human 4http://newsblaster.cs.columbia.edu 5a20 (kappa) is a measure of inter-annotator agreement over and above what might be expected by pure chance (See Carletta (1996) for discussion of its use in NLP).a20a22a21a24a23 if there is perfect agreement between annotators anda20a25a21a27a26 if the annotators agree only as much as you would expect by chanc,o,0,1418,o,0,0.87780386,True,0.87780386,0.08222861,0.039967544
"4.1 The test environment For our experiments, we used a manually corrected version of the Air Travel Information System (ATIS) spoken language corpus (Hemphill et al. , 1990) annotated in the Pennsylvania Treebank (Marcus et al. , 1993)",o,0,1419,o,0,0.96188205,True,0.96188205,0.031668346,0.0064495415
"If the alignments are not available, they can be automatically generated; e.g., using GIZA++ (Och and Ney, 2003)",o,0,1420,o,0,0.94259316,True,0.94259316,0.04032709,0.017079733
"Section 5 presents an error analysis for Collinss (1997) lexicalized model, which shows that the head-head dependencies used in this model fail to cope well with the flat structures in Negra",n,2,1421,n,2,0.56595546,True,0.35416588,0.07987857,0.56595546
"The first two phases are approached as straightforward classification in a maximum entropy framework (Berger et al. , 1996)",o,0,1422,o,0,0.93907934,True,0.93907934,0.054328363,0.006592388
"5.3 Performance of Taxonomy Induction In this section, we compare the following automatic taxonomy induction systems: HE, the system by Hearst (1992) with 6 hypernym patterns; GI, the system by Girju et al",o,0,1423,o,0,0.8999832,True,0.8999832,0.08913217,0.010884471
"The model we use is similar to that of (Ratnaparkhi, 1996)",o,0,1424,o,0,0.97125006,True,0.97125006,0.024670552,0.0040793093
nd Semantic Knowledge Sources for Coreference Resolution Ponzetto & Strube (2006) and Strube & Ponzetto (2006) aimed at showing that the encyclopedia that anyone can edit can be indeed used as a semantic resource for research in NL,o,0,1425,o,0,0.8376137,True,0.8376137,0.14922562,0.013160721
"Only recently have robust knowledge-based methods for some of these tasks begun to appear, and their performance is still not very good, as seen above in our discussion of using WordNet as a semantic network; 33 as for checking the plausibility of a hypothesis on the basis of causal knowledge about the world, we now have a much better theoretical grasp of how such inferences could be made (see, for example, Hobbs et al. \[1993\] and Lascarides and Asher \[1993\]), but we are still quite a long way from a general inference engine",o,0,1426,n,2,0.62673897,False,0.2528548,0.12040631,0.62673897
"First, we can construct an infinite number of more specialized PCFGs by splitting or refining the PCFGs nonterminals into increasingly finer states; this leads to the iPCFG or infinite PCFG (Liang et al., 2007)",o,0,1427,o,0,0.92455655,True,0.92455655,0.06928648,0.006157036
"Turney (Turney, 2001; Turney, 2002) reported that the NEAR operator outperformed simple page co-occurrence for his purposes; our early experiments informally showed the same for this work",o,0,1428,o,0,0.47275013,True,0.47275013,0.22645795,0.30079186
he description of the minimum cut framework in Section 4.1 was inspired by Pang and Lee (2004,o,0,1429,o,0,0.96270436,True,0.96270436,0.03187584,0.0054198
"(Smith and Smith, 2007))",o,0,1430,o,0,0.9677203,True,0.9677203,0.02640044,0.00587924
"3 Previous Work on Subjectivity Tagging In previous work (Wiebe et al., 1999), a corpus of sentences from the Wall Street Journal Treebank Corpus (Marcus et al., 1993) was manually anno- tated with subjectivity classifications by multiple judges",o,0,1431,o,0,0.96081996,True,0.96081996,0.034909327,0.004270673
"6.1 Interand Intra-annotator agreement We measured pairwise agreement among annotators usingthekappacoefficient(K)whichiswidelyused in computational linguistics for measuring agreement in category judgments (Carletta, 1996)",p,1,1432,o,0,0.5177884,False,0.5177884,0.478876,0.0033355742
"Three kinds of metrics have been defined: 1http://www.lsi.upc.edu/nlp/IQMT 2http://svn.ask.it.usyd.edu.au/trac/ candc DR-STM-l (Semantic Tree Matching) These metrics are similar to the Syntactic Tree Matching metric defined by Liu and Gildea (2005), in this case applied to DRSs instead of constituency trees",o,0,1433,o,0,0.96661013,True,0.96661013,0.02811546,0.005274362
"The most sophisticated of these techniques (such as Support Vector Machines) are unfortunately too computationally expensive to be used on large datasets like the Penn Treebank (Marcus et al. , 1993)",o,0,1434,n,2,0.90079284,False,0.06461907,0.0345881,0.90079284
"3.1 Experiments The model described in section 2 has been tested on the Brown corpus (Francis and Kucera, 1982), tagged with the 45 tags of the Penn treebank tagset (Marcus et al. , 1993), which constitute the initial tagset T0",o,0,1435,o,0,0.9576782,True,0.9576782,0.038695008,0.003626761
"The standard Minimum Error Rate training (Och, 2003) was applied to tune the weights for all feature types",o,0,1436,o,0,0.9344123,True,0.9344123,0.061993353,0.0035943778
"Finally, following Haghighi and Klein (2006) and Johnson (2007) we can instead insist that at most one HMM state can be mapped to any part-of-speech tag",o,0,1437,o,0,0.86356115,True,0.86356115,0.09755886,0.038879953
"Machine translation has code-like characteristics, and indeed, the initial models of (Brown et al. , 1993) took a word-substitution/transposition approach, trained on a parallel text",o,0,1438,o,0,0.9307968,True,0.9307968,0.06289464,0.0063085156
"As a result, the problem of opinion mining has seen increasing attention over the last three years from (Turney, 2002; Hu and Liu, 2004) and many others",o,0,1439,p,1,0.6380443,False,0.34859663,0.6380443,0.013359086
"An alternative is to create an automatic system that uses a set of training question-answer pairs to learn the appropriate question-answer matching algorithm (Chu-Carroll and Carpenter, 1999)",o,0,1440,o,0,0.9608822,True,0.9608822,0.036327798,0.0027900373
"In his Xtract system, Smadja (1993) first extracted significant pairs of words that consistently co-occur within a single syntactic structure using statistical scores called distance, strength and spread, and then examined concordances of the bi-grams to find longer frequent multiword units",o,0,1441,o,0,0.9481907,True,0.9481907,0.04679454,0.0050146724
"3.2 Translation performance For the experiments reported in this section, we used feature weights trained with minimum error rate training (MERT; Och, 2003) . Because MERT ignores the denominator in Equation 1, it is invariant with respect to the scale of the weight vector   the Moses implementation simply normalises the weight vector it finds by its lscript1-norm",o,0,1442,o,0,0.90891045,True,0.90891045,0.07747585,0.013613674
"They propose a two-level hierarchy, with 5 classes at the first level and 30 classes at the second one; other researchers (Kim and Baldwin, 2005; Nakov and Hearst, 2008; Nastase et al., 2006; Turney, 2005; Turney and Littman, 2005) have used their class scheme and data set",o,0,1443,o,0,0.9620475,True,0.9620475,0.03325139,0.004700998
"To avoid this problem, generative models for NLP tasks have often been manually designed to achieve an appropriate representation of the joint distribution, such as in the parsing models of (Collins, 1997; Charniak, 2000)",o,0,1444,o,0,0.8843764,True,0.8843764,0.109403074,0.0062205074
"2.2 Perceptron algorithm Our discriminative n-gram model training approach uses the perceptron algorithm, as presented in (Roark et al. , 2004), which follows the general approach presented in (Collins, 2002)",o,0,1445,o,0,0.95730335,True,0.95730335,0.038776778,0.003919929
"An especially well-founded framework is maximum entropy (Berger et al. , 1996)",p,1,1446,p,1,0.90089846,True,0.089681424,0.90089846,0.0094201
"Regressive FLM (rFLM) h(FLM(e,j)) = w1 FLM(e,j)+b Regressive ALM (rALM) h(ALM(e,j)) = w1 ALM(e,j)+b Notice that h() here is supposed to relate FLM or ALM to some independent evaluation metric such as BLEU (Papineni et al. , 2002), not the log likelihood of a translation",o,0,1447,o,0,0.9334179,True,0.9334179,0.035805833,0.03077626
"However, this is not unprecedented: discriminatively weighted generative models have been shown to outperform purely discriminative competitors in various NLP classification tasks (Raina et al., 2004; Toutanova, 2006), and remain the standard approach in statistical translation modeling (Och, 2003)",p,1,1448,p,1,0.7852154,True,0.1769678,0.7852154,0.037816856
"1 Yarowsky (1995) proposes a method for word sense (translation) disambiguation that is based on a bootstrapping technique, which we refer to here as Monolingual Bootstrapping (MB)",o,0,1449,o,0,0.946681,True,0.946681,0.050270345,0.0030485953
"We show translation results in terms of the automatic BLEU evaluation metric (Papineni et al. , 2002) on the MT03 Arabic-English DARPA evaluation test set consisting of a212a89a212a89a87 sentences with a98a89a212a161a213a89a214a89a215 Arabic words with a95 reference translations",o,0,1450,o,0,0.9664836,True,0.9664836,0.028404986,0.0051114177
"This weak supervision has been encoded using priors and initializations (Klein and Manning, 2004; Smith, 2006), specialized models (Klein and Manning, 2004; Seginer, 2007; Bod, 2006), and implicit negative evidence (Smith, 2006)",o,0,1451,o,0,0.9440501,True,0.9440501,0.038455267,0.0174947
"Another attractive property of the voted perceptron is that it can be used with kernels, for example the kernels over parse trees described in (Collins and Duffy 2001; Collins and Duffy 2002)",o,0,1452,p,1,0.83080655,False,0.15522982,0.83080655,0.013963678
"We use the minimum-error rate training procedure by Och (2003) as implemented in the Moses toolkit to set the weights of the various translation and language models, optimizing for BLEU",o,0,1453,o,0,0.9394707,True,0.9394707,0.05625455,0.004274805
"In this paper we use a non-projective dependency tree CRF (Smith and Smith, 2007)",o,0,1454,o,0,0.9739499,True,0.9739499,0.022108443,0.0039416295
"(Cahill et al. , 2004)s approach for English resolves three LDD types in parser output trees without traces and coindexation (Figure 2(b)), i.e. topicalisation (TOPIC), wh-movement in relative clauses (TOPIC REL) and interrogatives (FOCUS)",o,0,1455,o,0,0.96468616,True,0.96468616,0.030599914,0.0047138915
"1 Introduction The probabilistic relation between verbs and their arguments plays an important role in modern statistical parsers and supertaggers (Charniak 1995, Collins 1996/1997, Joshi and Srinivas 1994, Kim, Srinivas, and Trueswell 1997, Stolcke et al. 1997), and in psychological theories of language processing (Clifton et al. 1984, Ferfeira & McClure 1997, Gamsey et al. 1997, Jurafsky 1996, MacDonald 1994, Mitchell & Holmes 1985, Tanenhaus et al. 1990, Trueswell et al. 1993)",o,0,1456,p,1,0.57686687,False,0.41916957,0.57686687,0.003963561
"Various clustering techniques have been proposed (Brown et al. , 1992; Jardino and Adda, 1993; Martin et al. , 1998) which perform automatic word clustering optimizing a maximum-likelihood criterion with iterative clustering algorithms",o,0,1457,o,0,0.94897676,True,0.94897676,0.047979083,0.0030440742
"This may be because their system was not tuned using minimum error rate training (Och, 2003)",o,0,1458,n,2,0.74437565,False,0.2282444,0.02737996,0.74437565
"Some methods use sentence alignment and additional statistics to find candidate translations of terms (Smadja, 1992; van der Eijk, 1993)",o,0,1459,o,0,0.96754616,True,0.96754616,0.023992509,0.008461321
"Tuning is done for each experimental condition using Ochs Minimum Error Training (Och, 2003)",o,0,1460,o,0,0.9657118,True,0.9657118,0.029115727,0.0051725884
"Different optimization techniques are available, like the Simplex algorithm or the special Minimum Error Training as described in (Och 2003)",o,0,1461,o,0,0.86584646,True,0.86584646,0.12788226,0.0062712342
"The approach is in the spirit of Smadja (1993) on retrieving collocations from text corpora, but is more integrated with parsing",o,0,1462,n,2,0.74234575,False,0.21614045,0.041513804,0.74234575
"is combined with [ ]E jiT,1+ to be aligned with [ ] F nmT,, then [ ]( ) [ ]( )ATTCNTATTr E K E i FEF jinmjinm,.Pr,P,1],[,],[ ],1[ += where K is the degree of .EiN Finally, the node translation probability is modeled as ( ) ( ) ( )tNtNlNlNNN EiFlEiFlEjFl PrPrPr  . And the text translation probability ( )EF ttPr is model using IBM model I (Brown et al 1993)",o,0,1463,o,0,0.89905417,True,0.89905417,0.079448126,0.021497676
"Beside simple cooccurrence counts within sliding windows, other SoA measures include functions based on TF/IDF (Fung and Yee, 1998), mutual information (PMI) (Lin, 1998), conditional probabilities (Schuetze and Pedersen, 1997), chi-square test, and the loglikelihood ratio (Dunning, 1993)",o,0,1464,o,0,0.9572353,True,0.9572353,0.037407145,0.0053575262
"(Downey et al., 2007) use HMM-based similarity for the same purpose",o,0,1465,o,0,0.96519643,True,0.96519643,0.029979981,0.004823518
2006) and McClosky et a,o,0,1466,o,0,0.9678216,True,0.9678216,0.02301804,0.009160415
"In (Matusov et al. , 2006), different word orderings are taken into account by training alignment models by considering all hypothesis pairs as a parallel corpus using GIZA++ (Och and Ney, 2003)",o,0,1467,o,0,0.9635554,True,0.9635554,0.030815044,0.005629676
"The traditional framework presented in (Brown et al. , 1993) assumes a generative process where the source sentence is passed through a noisy stochastic process to produce the target sentence",o,0,1468,o,0,0.95668596,True,0.95668596,0.03861634,0.0046976805
"Tillmann and Zhang (2006) used a different update style based on a convex loss function:  = L(e, e; et)max parenleftBig 0, 1 parenleftBig si( f t, e)si( f t, e) parenrightBigparenrightBig 768 Table 1: Experimental results obtained by varying normalized tokens used with surface form",o,0,1469,o,0,0.9701377,True,0.9701377,0.026390575,0.0034716346
"Foralllanguagepairs,weusedtheMosesdecoder (Koehnetal.,2007), whichfollowsthephrase-based statistical machine translation approach (Koehn et al., 2003), with default settings as a starting point",o,0,1470,o,0,0.9618582,True,0.9618582,0.034301914,0.0038398358
"The phrase bilexicon is derived from the intersection of bidirectional IBM Model 4 alignments, obtained with GIZA++ (Och and Ney, 2003), augmented to improve recall using the grow-diag-final heuristic",o,0,1471,o,0,0.94289714,True,0.94289714,0.0509511,0.0061517134
"Then, some manual and automatic symbol splitting methods are presented, which get comparable performance with lexicalized parsers (Klein and Manning, 2003; Matsuzaki et al., 2005)",o,0,1472,o,0,0.5489201,True,0.5489201,0.36494613,0.086133815
"By core phrases, we mean the kind of nonrecursive simplifications of the NP and VP that in the literature go by names such as noun/verb groups (Appelt et al. , 1993) or chunks, and base NPs (Ramshaw and Marcus, 1995)",o,0,1473,o,0,0.93872154,True,0.93872154,0.055405833,0.0058726156
n alternative training criterion therefore directly optimizes translation quality as measured by an automatic evaluation criterion (Och 2003,o,0,1474,o,0,0.62032187,True,0.62032187,0.34796903,0.03170916
"The next section briefly reviews the word alignment based statistical machine translation (Brown et al. , 1993)",o,0,1475,o,0,0.9516824,True,0.9516824,0.04147832,0.0068392935
"First, two maximum entropy classifiers (Berger et al. , 1996) are applied, where the first predicts clause start labels and the second predicts clause end labels",o,0,1476,o,0,0.95110756,True,0.95110756,0.04296553,0.005926905
ur method was applied to 23 million words of the WSJ that were automatically tagged with Ratnaparkhi's maximum entropy tagger (Ratnaparkhi 1996) and chunked with the partial parser CASS (Abney 1996,o,0,1477,o,0,0.9487202,True,0.9487202,0.048519675,0.002760109
"4.2 Impact of Paraphrases on Machine Translation Evaluation The standard way to analyze the performance of an evaluation metric in machine translation is to compute the Pearson correlation between the automatic metric and human scores (Papineni et al. , 2002; Koehn, 2004; Lin and Och, 2004; Stent et al. , 2005)",o,0,1478,o,0,0.9608279,True,0.9608279,0.035275877,0.003896126
"Note that unlike the constructions in (Talbot and Osborne, 2007b) and (Church et al., 2007) no errors are possible for ngrams stored in the model",o,0,1479,o,0,0.74091727,True,0.74091727,0.07706933,0.1820134
"In addition to adapting the idea of Head Word Chains (Liu and Gildea, 2005), we also compared the input sentences argument structures against the treebank for certain syntactic categories",o,0,1480,o,0,0.9518116,True,0.9518116,0.042882018,0.0053064018
"Following the suggestions in (Carletta, 1996), Core et al. consider kappa scores above 0.67 to indicate significant agreement and scores above 0.8 reliable agreement",o,0,1481,o,0,0.87763435,True,0.87763435,0.09830571,0.02405999
"In addition to sentence fusion, compression algorithms (Chandrasekar, Doran, and Bangalore 1996; Grefenstette 1998; Mani, Gates, and Bloedorn 1999; Knight and Marcu 2002; Jing and McKeown 2000; Reizler et al. 2003) and methods for expansion of a multiparallel corpus (Pang, Knight, and Marcu 2003) are other instances of such methods",o,0,1482,o,0,0.9564681,True,0.9564681,0.038629018,0.004902817
"For detailed descriptions of SMT models see for example (Brown et al. , 1993; Och and Ney, 2003)",o,0,1483,o,0,0.9648343,True,0.9648343,0.02841889,0.0067467825
"This is the best automatically learned part-of-speech tagging result known to us, representing an error reduction of 4.4% on the model presented in Collins (2002), using the same data splits, and a larger error reduction of 12.1% from the more similar best previous loglinear model in Toutanova and Manning (2000)",o,0,1484,n,2,0.3938747,False,0.34937987,0.2567454,0.3938747
"In this paper, we give an overview of NLPWin, a multi-application natural language analysis and generation system under development at Microsoft Research (Jensen et al. , 1993; Gamon et al. , 1997; Heidorn 2000), incorporating analysis systems for 7 languages (Chinese, English, French, German, Japanese, Korean and Spanish)",o,0,1485,o,0,0.9199173,True,0.9199173,0.075695984,0.0043867147
"l lhmsetsu ideni,illcation is a ln'oblem similar to ohm,king (lLamshaw and Marcus, 1995; Sang and \h;ellsl;ra, 1999) in other l;mguages",o,0,1486,o,0,0.95316154,True,0.95316154,0.042398524,0.004439953
